Sallie L.,"Arlington, VA",10/12/2016,4.0,"Atmosphere: Busy!!!! Be ready to wait if you are here during dinner hours! It's bustling and on the noisier side.Food: I have been here a few times before and I tried a few different dishes. This time I had the Hwedupbap - basically sashimi and greens over rice, mixed with korean sweet red pepper paste sauce. Delicious. This is actually one of my favorite dishes but haven't had a place I trusted to order! Yechon did not diasppoint. It was a good amount of fish and great ratio of greens. I highly recommend it! My hubby had the tofu soup which also was very good (although he mumbled about the egg he was missing which they provide at light house tofu -- but yechon's way is usually the way they serve it in Korea!). The banchans were on point and left this picky Korean very happy at the end of the meal.Service: Waters were filled quickly and service was not too pushy (aka. hover over me every 5 minutes) and to the point which was good since we were here to just eat and bounce.Overall: 4.8/5 - I do wish it was a bit quieter at times but nonetheless we will be back!!"
Dean G.,"Washington, DC",11/15/2016,4.0,"Positives: Open 24 hours.  Large menu they execute decently well.  Negatives, other places do everything they do better, but no one place is as versatile {so a con thruns into a positive I guess}  Again, aside fromt he 24 hour issue, I prefer other spots."
Al A.,"Edison, NJ",10/20/2016,3.0,Great bbq. Longish wait. The food was good but the service staff was stretched thin. Dropped star for that.Overall worth if you want good Korean food. Maybe too crowded and a bit too efficient to keep the guests moving for some.
Katrina D.,"Woodbridge, VA",7/16/2017,5.0,This is our 3rd time here and as always it is GREAT!! Soo full and happy. Great service and great food!!! We will definitely be back!!
Ly K.,"Chicago, IL",1/4/2017,4.0,"If you ask me about the food, I'd say it's decent. So what keeps me coming back? Their fine parking lot--it's the best in the city."
Allison I.,"Richmond, VA",1/11/2016,4.0,"Delicious 24hour korean restaurant on the edge of Annandale. It's a traditional korean restaurant that offers huge amounts of marinaded galbi, bulgogi, terriyaki, seafoods and soups. Took my cousins here who studied abroad in Korea and she was impressed with their flavors. The servers all wear traditional korean gowns and give complimentary bonchon ( this isn't the fried chicken, it's actually small side dishes).  This place is clean, food is great and servers are very attentive. Overall, I would always recommend this joint in town!"
Jean S.,"Kirkland, WA",5/19/2015,4.0,"I have been going to Yechon for decades (yikes, I'm old) - it was always a favorite late night eats place after clubbing in DC with friends. Now that I'm much older, I appreciate this institution, which not only has stayed in business for so long in an area with lots of failed Korean restaurants, it is busier than ever! Whether I go in for their early breakfast special or during the mad busy lunch time, this place is so packed, it's hard to find parking.Their Korean food is solid - nothing extraordinary, but it is just honest-to-goodness homecooked Korean comfort food. My family likes that they have a sushi bar, because we all love their hwe dup bap, which is sashimi and fresh veggies served over rice with spicy red pepper paste. Last time my family dined here, we ordered a variety of foods to include hwe dup bap, udon with shrimp tempura, kalbi tang, soft tofu stew, mae woong tang (spicy cod fish stew) and hae jang gook (blood cube soup, aka ""hangover soup""). Despite being super busy (I really think there were no empty tables), the wait staff was efficient and very friendly.Sure, Yechon isn't the most exciting place to go for Korean food, but when I want food like my Mom makes at home, this is where I would go."
Sandy H.,"Manassas, VA",9/7/2016,5.0,The galbi dol sol bibimbap! So good! Or if you don't go too late the sushi bibimbap! This place is great because of all the banchan (side dishes) honestly you could just get rice and eat that!
Michelle C.,"Washington, DC",6/25/2016,1.0,"If you have really niche preferences for mediocre Korean food (at best) with terrible service, here is your place.I've been here over ten times (mostly because my old fashion grandparents who only know restaurants from like 10 years ago and insist on solely patronizing those establishments want to go here.) I've never been wowed and consistently been disappointed, so I've decided it's time to take my grievances public.Pluses:- it's open 24 hours- the food is o...k...Minuses:- the service is terrible, I mean grade A awful (caveat: only have had poor experiences with the male staff there who I assume are managerial as suggested by their dress; the female daytime servers were alright)- not only are the staff incredibly rude, but they don't want to be there and it's entirely evident- they also kind of throw all of the side dishes on the table, so much so that they spilt salt all over the table and into my water. did they come back to clean it up? I could only dream. We had extra salty side dishes the entire time - terrible communication from staff: I asked for an ice water twice, and didn't get anything for 10 minutes. Then I reminded the irate server who angrily grunted ""ok"" and then 15 minutes later three different people bring ice water- also don't come here if you're hungry because it takes forever for the food to come outBottom line: Annandale has plenty of restaurants, and incredibly robust 24 hour scene. There are much better options. I consider myself a generous Yelper but I've been spurned one too many times by giving this place another chance. I'm out."
Donald L.,"San Francisco, CA",10/2/2016,3.0,"Hey it's open 24hrs!  That's rare for any place in this area.  The food is alright, not the best meat I ever had but decent quality. Service is typical nothing special.  Did I say it's open 24 hrs!"
Irene S.,"Las Vegas, NV",6/30/2017,2.0,"Food was average..had better. Service was bad. A cousin and I had to wait 10 minutes for a water refill even though they passed our table several times. Then they gave us a small takeout box for our extra meat even though we asked for a big one because there was more than extra meat. At the end we signed our check and gave a tip that we thought was reasonable ($3). We walk out of the restaurant and we notice a server who never served our table chase after us. He straight up said ""oh was our service bad because we didn't get the amount of tip we listed here"". First of all, we were thoughtful enough to even give a tip for low quality service. Secondly, we did not see any signs or were told about a gratuity service for a party of 2 with different checks. I don't think we were obligated to give a 15% ($10) tip. Just the fact that the server came out to chase us was a shame. We won't be coming here again. Despite the rave reviews, there are better. Maybe we had a bad experience but that's enough for us to know that they're not worth it."
Doris Y.,"Reston, VA",12/19/2016,5.0,"Always in the mood for some Korean food, especially in winter. Their pancakes are great and large for a group to split as appetizer. I am a huge fan of the bibimbap in a stone pot."
Kevin H.,"Chantilly, VA",8/21/2016,5.0,"I was seated right when I came in despite it being so busy. I ordered broiled salted mackerel. It came out very quick even though it was so busy. They also give out plenty of side dishes like kimchi, burdock root, pickled cucumbers, miso soup, and rice. Everything was delicious. My only problem was that the hot oil from the mackerel dish was splashing on me a little bit but that was over in no time. They are very quick even when they are busy. I will come back again to try their other items."
Albert A.,"Fairfax, VA",4/16/2017,5.0,"It's busy, but the food is worth it.  I had a large group of friends arrive, and yes they were quite busy, but they were accommodating and still friendly.  The food is always wonderful and I am always looking forward to eating here!"
William F.,"Washington, DC",7/16/2016,3.0,"Gotta say I wasn't impressed with this place. Ambiance is nicer than honey pig, but I didn't feel the meat was as flavorful. I do like the banchan here better. One major flaw was that the hot plate that cooked our food was to the side of the table (4 of us were seated together). The waitress placed the meat, once it was cooked, into serving bowls on the table. I feel like this detracted from the korean bbq experience. I live for the browned bits on the bottom of the hot plate! I couldn't get to them in the middle of this family restaurant without seeming like a savage and scarring nearby families for weeks to come. Seafood scallion pancake appetizer was huge and packed with flavor, but a bit too greasy. Overall, a solid korean bbq option, but in Annandale korean bbq is a dime a dozen and I feel like there are better options nearby."
Jamie M.,"Washington, DC",3/27/2017,5.0,I Love this place.  Open 24/7/365 .. yes it is.  Gets very busy at times but usually you can get right in.  Very traditional Korean food & oh so delicious !  The waitresses are traditionally dressed & very attentive.  They keep you happy .  They have a sign up saying children must be kept in line which is a refreshing attitude as nothing makes a dining experience more uncomfortable as screaming kids or children wandering around.  I see a lot of families with children but most families are Korean and dads will get up and stroll with babies & little ones in their arms to keep them content & little bit older children all sit quiet eating.  A very family orientated restaurant in that respect. The food is plentiful & the aromas are enticing.  This is one of my favorite restaurants.
Caitrin O.,"London, United Kingdom",3/1/2015,4.0,"After a recent trip to South Korea, my friend and I have been wanting to share the joy of Korean BBQ with our other DC friends. We stopped by Yechon at 6:30 on a Saturday night because Kogiya was booked through 9 PM. Two of our party arrived early (bless them) and put our names down. The wait was about 30 minutes for a table for 6, which wasn't too bad because it was an opportunity to scope out the awesome bakery next door! The atmosphere is more subdued and family-focused than Honey Pig and other KBBQ spots, but the food was great and the prices are pretty awesome. We ordered two orders of bulgogi, one of pork belly, and one of the thin-sliced brisket. The waitress said that wouldn't be enough food so we also got a scallion and seafood pancake, which was delicious. We left extremely full and each person's tab with a drink was $20- not too shabby when other locations are charging $25-30 per person before alcohol. Overall it was a fantastic dinner at a great price. Things to note: 1) Only a few meats are actually cooked tableside. The bulgogi was my favorite but they cooked it in the kitchen and then brought it out on plates. I guess they are trying to save time and let people order as many different dishes as possible, but Yechon eliminates my favorite part about Korean BBQ, which is getting to cook the meat myself, which isn't allowed- even for the ""cook at table"" meats, only the waitresses are allowed to use the tongs. 2) The parking situation is an absolute nightmare. It is basically impossible to find a spot unless someone happens to be leaving at the same time as you arrive. I'd suggest factoring this into your commute time. 3) Go to the bakery next door. It is very cute and a fun experience!"
Julia K.,"Orange County, CA",1/22/2017,5.0,Is it weird to eat at the same restaurant for 3 nights in a row?? The Korean panchan and main dishes are so exquisitely prepared and authentic that we are literally eating our way through their menu. Hope they don't get tired of seeing us everyday!!!
Vince K.,"Rowland Heights, CA",10/12/2016,5.0,"Found this place on Yelp since I was craving Korean BBQ but not AYCE. This place is open 24 hours, the servers are all dressed in traditional dresses. I sat at the sushi bar since I was eating solo and ordered a sushi deluxe, mool mandoo, marinated galbi. My server didn't think I could possibly finish all that I ordered but I proved her wrong haha. The food was really good and I liked the restaurant."
Kristen C.,"Duluth, GA",7/1/2016,5.0,"Totally a fan of this place.  It's open 24 hours (so you know it's always open) I came here while driving from Atlanta to Philadelphia at like 1am and stopped here for a quick meal while travelling.  We ordered one of the Yechon Specials (Combo 1), it came with sashimi, beef ribs, dumpling soup, mung bean pancake, mackerel, bean paste soup, banchan.  All the food was pretty good (banchan really good!).  This combo worked really well for us because I love sashimi, and my boyfriend really likes the bbq that was included with it."
Sue K.,"Pasadena, CA",12/2/2015,4.0,"Having moved from NY recently, we were looking for a Korean restaurant that didn't specialize in anything, but offered a wide range of dishes. It can get pretty tricky with places specializing in bbq, gom tang, school food, etc. It is hard to find a restaurant that is 'good' (enough) across the board. We've done a take out from seoul garden so we decided to visit yechon.Went on a saturday.1. BUSYBUSYBUSY - not sure if they're always busy. but they are a 24 hour establishment. The line was out the door. But we got a table pretty quickly.2. Hanbok - everyone wears hanbok, well the servers. I thought it was nice to see pretty dresses as their uniform.3. Food: we ordered hwe dup bap, sul lung tang, and ojinuh bokkum with mungbean pancakes as apps. they were all very good. The banchans were good, too. They offered a wide array of banchans. Hwe dup bap had a generous portion of fish.4. service: again, they were busy - so we had to flag down our servers to get napkins, more banchan, our check, etc. We'll be back, most definitely. There's a bakery right next to them, which makes it convenient to get dessert after."
Kin K.,"Washington, DC",12/29/2015,4.0,Most Amazing Galbi with very generous side dishes! We came on a Saturday when the restaurant was crowded but the staff moved quickly and were attentive too! Our crab soup was not as good and they forgot to bring us the crab opener even though we adked for it couple times.
Kim N.,"San Francisco, CA",6/28/2017,3.0,the food was very mediocre for the hype. the fried rice was salty.
Dats V.,"Falls Church, VA",5/25/2016,1.0,"Title: TERRIBLE SERVICECame here for a celebratory dinner on a Sunday.  I tried to go early to avoid it but there was still a short wait for a table.Ordered tempura appetizer, salmon sushi roll, and brisket & pork belly bbq.Everything was fine... the tempura and sushi being the surprisingly good items of the bunch!the bbq meats were kind of meh actually.However the reason for the low review was the SERVICE.it was busy.  but its always busy here.it appeared there were 3 waitresses that all sort of shared responsibility for our table which means no accountability if thingswent wrong and i think they all thought somebody else was handling it.but once our food was given to us... nobody ever came by to help us.to start, they didn't give us enough plates and we asked each waitress for it but it never came. (one person in our group literally had to use a napkin as a plate!)  they never checked to refill our banchan and everyone was hoping for more kimchi. one of the pieces of meat was dropped on the table before being cooked which i thought they would replace.. but they just slapped it on the grill.after the BBQ meat was cooked... one of the waitresses dumped it all on one of our dinner plates and then took the grill away never to be seen again.    i asked a waitress for some Gochujang (hot pepper paste) and 10minutes later i finally saw some other server place it on another table instead of ours. i would have liked another beer but nobody ever asked.  there were probably other items our group would have liked that i've forgotten... ok so bad service ..  but when they want to turn the table over to the next group.. i have never seen such efficiency!  they wanted my credit card ASAP and came back with it in 2 seconds flat!  and the busboys started crashing dishes into a cart and wiping up before i was even out of my chair.  i understood there was a line outside but give me 30 seconds people!one waitress sort of asked how everything was as she handed me the bill.  i politely told her of my list of disappointments and when she saw i wasn't happy... she went to get a different waitress.. like it wasn't her problem or she didn't want to hear it.  the next waitress did a great job of nodding her head and saying sorry but it didn't feel sincere. she just wanted us to leave. she kept saying.. ""next time.. sorry.. next time"".  not sure there will be a next time for me.  environment and service is important to me. yechon's service was terrible. seriously the worst! my wife forced me to leave a tip but i that will be the last money they see from me!"
Robert C.,"Los Angeles, CA",12/21/2015,5.0,"Awesome spot to cure those Korean savorings that you've had for the last couple days.I love their salad that is topped with several types of sashimi. Yes, I realize that this isn't necessarily the most Korean dish, but it does come with all the typical Korean side dishes AKA bon chon.Another winner is their tofu soup. You can get this with different types of meat. I recommend the beef. It's a real winner.Be prepared for a line of people but hey, when you have good food and prices, what can be expected?"
Robert G.,"Herndon, VA",6/22/2017,4.0,"I looked up highly rated places in Annandale.  It led me here.  Thank goodness.  This was the very best  experience of this type I have ever had in my life...and I eat out a ton.  Someone else suggested the lunch special, and I will do the same here.  The cornucopia of items and flavors for that price point is utterly amazing.  All I can say is to give this place a shot.  Even if you end up not loving this style of food (some items were wonderful...some not to my taste), you will agree that the presentation and the amount of food choices are the best you may see in this type of setting.  And, you can tell by the crowd and the packed parking lot that this place has a substantial following.  Looking forward to going here at least once a month."
Nomin D.,"Springfield, VA",3/4/2015,3.0,"I'm giving three stars solely based upon food and minus two stars because of lack of customer service and organization of the restaurant itself. Their food is typical; nothing special compared to other korean restaurants in the area. They are little more pricier that others. But oh boy, the servers are just frustrating. Half the time, they take forever to bring you refill on side dishes... Takes wrong orders and blames you for not ordering correctly... They chase you out the door if you give them less than 15% because of lack of customer service.In addition, they don't take reservations at all which means waiting can be hour+ at times. And they are not attentive at all. I don't see why people are still hyping over this place. But I'm over it. I'll come if I have to, but not need to."
Dmitry D.,"Long Island, NY",1/11/2015,5.0,This place is good.  I thought this was going to be another honey pig but it wasn't.there must be a reason why everyone not just Koreans go here.At this place the menu is better suited for everyone. The wait staff speaks English can actually explain everything to you.our already most of them. The food was so good fresh with a bunch of little plates tat cone out with.which is actually every where. But w loved the atmosphere the sushi is so fresh and the seafood pancakes one big one really good crispy outside good amount of veggies and seafood on the inside. And for the amount of food it wasn't that expensive. We are going back soon and week try done more Korean favorites.Good bless the USA for the big variety of did places.
Eunha Y.,"Alexandria, VA",3/28/2016,3.0,"I'm writing this review after eating there 3 times. The food tastes good consistently. However, they get only 3 stars for the following reasons:1) Service is not too great. Friendly enough when you flag down someone. In all 3 visits, I couldn't get a refill on the water nor the side dishes unless I requested several times. 2) It seems busy and/or the waitresses are short staffed no matter what time we went. Lunch, Dinner, and weekend. Due to this reason, I highly recommend going there on weekdays & not right at lunch/dinner time. It's a 24 hour place. Only few items are available during mornings.3) At our last visit, fermented soy stew, Dwenjang Chigae, never came until the rest of us finished eating. One person never got to eat her lunch. We all just gave her a little bit of our food; Perhaps out of urgency to make the soup before we left, the stew arrived finally,  missing Tofu.  The waitress was willing to take it back to put some Tofu. But we were about to leave the restaurant. We were fully charged regardless of whether the soup was eaten or not. I don't want to talk you out of trying out this restaurant. Lunch menu price is reasonable. Taste is consistent, as I had already mentioned. I like the lovely Hanbok, traditional Korean dresses, the ladies wear. (Not in the morning.) Just be assertive when needing side dishes or water refilled. If not, you'll receive poor service & never want to return. And I hope everyone in your group gets to eat."
Bliss B.,"Central San Jose, San Jose, CA",5/10/2016,1.0,"Rude waitresses!(Not all the waitresses though).  I stopped to go to this restaurant since the waitress was depending tips from us. I have been to this restaurant since 3 years ago because of my colleagues and my family  This restaurant is getting worse. A few waitresses are constantly very rude. When I visited yesterday, the waitress said that I should have left more tips for her. What?? You were not supposed to tell me. The manager used to be unfriendly too.  People keep coming to this restaurant since they open 24, but the service sucks including several waitresses and the manager. Be polite! Don't ask customers to leave more tips. Not back again ever!"
Kimberly W.,"Alexandria, VA",6/13/2016,2.0,"The worst customer service I have ever received at a restaurant. We walked in and waited in line and the hostess repeatedly ignoring us. He went as far as putting other people on the guest list before us. When I bought the issue to his attention, he didn't apologize at all."
Christiane V.,"Vienna, VA",5/3/2016,3.0,"this place used to be my go to for korean food because of the variety, good service, price, and duh 24 hours.i haven't been in a while just because it was getting really crowded (always a +30 min wait at all times of the day), the parking lot was a mess, and i have korean friends who take me to other really good spots in ktown.i was craving their rice cake soup and stopped in the other night. they did a great job with the parking lot but increased their prices and made their portions smaller. i was a little disappointed to be honest."
Mike N.,"Clarksville, TN",1/10/2016,5.0,"This is my go-to Korean/Asian restaurant in NOVA. Everything tastes very good. Very efficient service though you might feel bit rushed if you're not used to their pace. Make sure to factor in some wait time especially during busy lunch hours. Lunch specials from $6.95, 1130 to 1430. Open 24 hours!"
Justine S.,"Annandale, VA",2/7/2015,4.0,"For a 24/7 restaurant, the quality of this place is great. Whether you're coming for lunch or after a night out, the taste & quality of the food stays consistent.The menu is quite vast and consists of a fusion of Japanese and Korean dishes from sushi, udon, and teriyaki to soondubu, Korean BBQ, and bibimbap, the sky's the limit!I always get the seafood pancake-- crispy, warm, and always a big hit amongst a group of friends, but as a warning, it's HUGE. Their special marinated pork BBQ is also a top contender-- it's spicy, succulent, and delicious.The assortment of banchan here is probably the best out of all the Korean restaurants in the area in my opinion. And virtually any dish is pretty much a hit! There is plenty of seating and once you order, the service is quick.It's never a regretful late night food run if I'm eating at Yechon!"
Dani P.,"Arlington, VA",2/18/2015,4.0,"I can't believe it's taken me so long to finally eat here. Oh wait, no I can. Parking has always been awful, and now construction eats up even more of the parking availability.Yechon is 24 hours, and it is busy for just about all of those hours. I went during the day when it wasn't AS busy. It was just before the recent snow, so my friend and I ordered soups. The soups are a good price, between $9-$15 depending on how fancy, but the bowls are big and the helpings are generous. They kept our glasses of hot tea flowing.I think it's easy to get lost in their menu. It's Korean and Japanese food, and the menu is a little too long for my taste. As long as all of the choices are tasty though, it's all good.It's conveniently right next to Breeze Bakery, so you can hop over and enjoy desert and coffee once you're done with your meal."
Yeleezka F.,"Fairfax, VA",2/3/2017,5.0,"If you don't mind pretending to speak and understand Korean, this place is awesome. Not the best service but the food is awesome and it's always always packed. The best Sushi I've had in a while."
Tom B.,"Washington, DC",5/31/2016,3.0,"Not sure what the hype is. Food was decent, service was lackluster, odd decor."
Jennifer N.,"Chantilly, VA",10/14/2015,2.0,"Umm is everyone else taking a special pill before eating here that makes the food taste magical? If so, can someone please pass some over to me? Because I thought the food here was average at best. Went here with the family during the week, but pretty late at night. The place was pretty empty with only 2-3 other tables with guests.  Service was non-existent. What good is that call button on the table if you're not going to actually come over when we utilize it?  It took forever to take our order and even longer to receive the meats. It's raw meat...how could it possible take long? Someone please explain. And then to get our check after the meal was done was nearly impossible. I had to literally get up and remind the waiter that we had requested for our check. Besides the terrible service, the food was overpriced and bland. It's also absurd that certain meats, such as my dearly beloved pork belly, could only be ordered in pairs. So if I wanted that meat, I had to order two plates of it when one plate already costs a ridiculous amount. Makes zero sense. The portion sizes were small and the flavor of meats were unimpressive."
Yasmeen Z.,"Fairfax, VA",6/28/2016,4.0,"Yechon is always a good time!! I love the short rib and bulgogi, and so many small yummy sides! The service is okay overall, I've had some nights were we get ignored and some that have been better, so I take a star off for that, but food is great, price is right, just generally a food dinner. Especially for a group and late night!"
